,dt,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,weather.id,weather.main,weather.description,weather.icon,wind.gust,rain.1h
25,1708542000,14.48,14.18,1017,84,13.77,15.5,6.69,190,40,802,Clouds,scattered clouds,03n,12.35,
26,1708545600,14.48,14.2,1016,85,13.77,15.5,9.26,190,40,802,Clouds,scattered clouds,03n,15.43,
27,1708549200,14.72,14.52,1015,87,14.14,15.5,8.23,210,75,803,Clouds,broken clouds,04n,14.4,
28,1708552800,14.79,14.57,1015,86,14.32,15.5,7.2,200,75,803,Clouds,broken clouds,04n,,
29,1708556400,14.73,14.58,1014,89,14.4,15.44,6.17,200,75,803,Clouds,broken clouds,04n,,
30,1708560000,15.05,14.91,1012,88,14.4,16.05,5.81,216,75,803,Clouds,broken clouds,04n,8.49,
31,1708563600,15.43,15.25,1011,85,14.69,16.05,8.75,200,75,803,Clouds,broken clouds,04n,,
32,1708567200,15.52,15.29,1011,83,14.69,16.05,5.14,220,75,803,Clouds,broken clouds,04n,,
33,1708570800,15.31,15.09,1009,84,14.69,15.5,6.17,230,100,804,Clouds,overcast clouds,04n,12.86,
34,1708574400,15.4,15.14,1008,82,14.41,16.05,7.2,220,100,804,Clouds,overcast clouds,04n,13.89,
35,1708578000,15.31,15.09,1007,84,14.32,16.05,9.26,210,75,803,Clouds,broken clouds,04n,14.4,
36,1708581600,14.78,14.64,1006,89,14.32,15.44,5.66,200,100,500,Rain,light rain,10n,,0.48
37,1708585200,14.35,14.19,1005,90,13.77,14.96,8.75,210,75,803,Clouds,broken clouds,04n,14.4,
38,1708588800,14.47,14.43,1004,94,14.14,14.94,7.72,210,75,803,Clouds,broken clouds,04d,13.38,
39,1708592400,14.99,14.95,1005,92,14.14,15.52,8.05,286,75,803,Clouds,broken clouds,04d,,
40,1708596000,12.25,11.96,1007,93,11.56,13.3,11.83,300,75,803,Clouds,broken clouds,04d,22.12,
41,1708599600,11.95,11.55,1008,90,11.36,12.5,8.23,290,75,301,Drizzle,drizzle,09d,14.92,
42,1708603200,11.73,11.13,1010,83,10.44,12.72,8.23,300,75,803,Clouds,broken clouds,04d,14.4,
43,1708606800,11.44,10.81,1010,83,9.69,13.4,6.71,330,75,300,Drizzle,light intensity drizzle,09d,10.73,
44,1708610400,10.54,9.63,1009,76,9.88,11.05,5.36,273,100,804,Clouds,overcast clouds,04d,,
45,1708614000,11.68,10.55,1014,63,10.99,12.4,9.26,300,75,803,Clouds,broken clouds,04d,18.52,
46,1708617600,10.79,9.83,1010,73,9.14,11.61,7.72,290,75,803,Clouds,broken clouds,04d,14.92,
47,1708621200,9.69,7.35,1010,81,8.58,11.4,4.63,290,75,803,Clouds,broken clouds,04d,,
48,1708624800,9.04,6.77,1010,84,8.03,10.44,4.12,260,75,803,Clouds,broken clouds,04d,,
49,1708628400,8.74,6.66,1010,82,7.5,10.5,3.6,250,75,300,Drizzle,light intensity drizzle,09n,,
50,1708632000,8.17,5.24,1010,84,6.92,9.38,5.14,250,75,300,Drizzle,light intensity drizzle,09n,,
51,1708635600,8.25,5.34,1010,83,7.1,9.38,5.14,230,40,802,Clouds,scattered clouds,03n,,
52,1708639200,8.17,4.86,1010,86,6.92,9.88,6.17,250,20,801,Clouds,few clouds,02n,,
53,1708642800,7.83,4.56,1010,87,6.92,8.77,5.81,280,75,803,Clouds,broken clouds,04n,8.05,
54,1708646400,7.56,4.08,1009,85,6.39,10.44,6.17,250,40,802,Clouds,scattered clouds,03n,,
55,1708650000,7.99,5.74,1008,88,6.36,10.99,3.6,280,75,501,Rain,moderate rain,10n,,0.14
56,1708653600,7.1,4.2,1009,88,5.25,9.32,4.47,315,75,803,Clouds,broken clouds,04n,6.71,
57,1708657200,7.92,5.22,1008,86,5.84,9.94,4.47,268,40,802,Clouds,scattered clouds,03n,,
58,1708660800,7.91,5.14,1008,85,5.25,9.94,4.63,270,75,803,Clouds,broken clouds,04n,,
59,1708664400,7.98,4.8,1007,86,5.81,9.94,5.66,250,40,802,Clouds,scattered clouds,03n,,
60,1708668000,7.79,4.56,1008,85,5.25,10.5,5.66,250,20,801,Clouds,few clouds,02n,,
61,1708671600,7.6,4.32,1007,86,5.25,9.94,5.66,270,40,802,Clouds,scattered clouds,03n,,
62,1708675200,8.0,5.12,1008,87,6.36,9.94,4.92,317,75,803,Clouds,broken clouds,04d,9.39,
63,1708678800,7.62,4.46,1008,84,7.16,8.78,5.36,281,75,803,Clouds,broken clouds,04d,,
64,1708682400,9.04,5.53,1009,81,8.21,11.55,7.6,325,75,803,Clouds,broken clouds,04d,14.31,
65,1708686000,10.42,9.55,1008,78,8.77,11.61,6.17,280,75,803,Clouds,broken clouds,04d,,
66,1708689600,9.92,6.38,1009,76,8.06,11.4,8.75,270,75,803,Clouds,broken clouds,04d,16.98,
67,1708693200,10.51,9.6,1008,76,9.96,10.84,8.49,320,75,803,Clouds,broken clouds,04d,13.86,
68,1708696800,9.96,6.56,1008,80,8.21,11.61,8.23,300,40,802,Clouds,scattered clouds,03d,14.92,
69,1708700400,9.84,6.41,1008,79,8.21,11.61,8.23,290,40,802,Clouds,scattered clouds,03d,15.95,
70,1708704000,10.14,9.19,1008,76,9.41,10.5,8.23,300,40,802,Clouds,scattered clouds,03d,14.92,
71,1708707600,9.91,6.77,1007,78,8.3,11.05,7.2,310,40,802,Clouds,scattered clouds,03d,12.35,
72,1708711200,9.99,7.34,1006,80,8.03,11.05,5.66,290,40,802,Clouds,scattered clouds,03d,,
73,1708714800,9.47,6.06,1007,76,7.1,11.05,7.72,300,40,802,Clouds,scattered clouds,03n,12.86,
74,1708718400,8.67,5.02,1007,81,7.1,9.94,7.72,310,40,802,Clouds,scattered clouds,03n,13.89,
75,1708722000,8.0,2.52,1008,83,6.55,9.38,15.43,300,40,802,Clouds,scattered clouds,03n,25.21,
76,1708725600,8.18,3.85,1008,83,6.55,9.4,9.77,310,40,802,Clouds,scattered clouds,03n,20.06,
77,1708729200,7.88,3.71,1008,88,6.55,9.38,8.75,310,40,802,Clouds,scattered clouds,03n,14.92,
78,1708732800,8.95,5.11,1008,79,7.66,9.94,8.75,310,75,803,Clouds,broken clouds,04n,14.92,
79,1708736400,8.67,5.33,1009,82,7.1,9.94,6.69,310,75,803,Clouds,broken clouds,04n,,
80,1708740000,8.6,5.53,1009,76,6.55,9.94,5.81,319,75,803,Clouds,broken clouds,04n,9.39,
81,1708743600,8.46,5.82,1009,79,6.55,9.94,4.63,300,0,800,Clear,clear sky,01n,,
82,1708747200,8.87,6.21,1009,77,6.55,10.5,4.92,295,40,802,Clouds,scattered clouds,03n,8.05,
83,1708750800,7.99,5.24,1010,84,6.55,9.4,4.63,310,40,802,Clouds,scattered clouds,03n,,
84,1708754400,7.92,5.44,1010,84,6.95,9.33,4.02,335,40,802,Clouds,scattered clouds,03n,,
85,1708758000,8.73,5.95,1010,80,7.18,9.38,5.14,310,40,802,Clouds,scattered clouds,03n,,
86,1708761600,8.07,6.14,1012,85,5.99,9.94,3.09,330,40,802,Clouds,scattered clouds,03d,,
87,1708765200,9.83,7.98,1011,82,8.4,11.05,3.6,260,40,802,Clouds,scattered clouds,03d,,
88,1708768800,10.25,9.47,1012,82,8.03,11.05,4.02,334,40,802,Clouds,scattered clouds,03d,4.47,
89,1708772400,11.13,10.34,1013,78,9.88,11.95,5.14,290,40,802,Clouds,scattered clouds,03d,,
90,1708776000,10.83,10.14,1013,83,8.4,12.72,4.63,300,40,802,Clouds,scattered clouds,03d,,
91,1708779600,11.51,10.73,1013,77,10.99,12.4,6.69,300,40,802,Clouds,scattered clouds,03d,12.86,
92,1708783200,10.66,9.97,1013,84,10.44,11.4,4.02,292,40,802,Clouds,scattered clouds,03d,6.26,
93,1708786800,11.72,10.96,1012,77,11.39,12.16,4.63,280,20,801,Clouds,few clouds,02d,,
94,1708790400,11.5,10.82,1009,81,11.36,11.63,4.02,275,20,801,Clouds,few clouds,02d,,
95,1708794000,10.63,10.07,1010,89,9.88,11.4,3.6,230,75,803,Clouds,broken clouds,04d,,
96,1708797600,10.12,9.51,1010,89,9.32,11.05,3.6,200,20,801,Clouds,few clouds,02d,,
97,1708801200,10.34,9.75,1009,89,9.32,11.61,5.14,200,75,803,Clouds,broken clouds,04n,,
98,1708804800,10.76,10.27,1009,91,9.88,12.1,7.2,220,40,802,Clouds,scattered clouds,03n,13.89,
99,1708808400,11.54,11.15,1007,92,10.44,13.77,8.75,210,75,803,Clouds,broken clouds,04n,,
100,1708812000,12.16,11.89,1008,94,10.84,13.85,6.26,252,75,803,Clouds,broken clouds,04n,,
101,1708815600,13.6,13.44,1006,93,13.21,14.41,7.15,263,75,803,Clouds,broken clouds,04n,,
102,1708819200,14.02,13.83,1006,90,13.61,14.4,8.23,260,75,803,Clouds,broken clouds,04n,15.95,
103,1708822800,13.41,13.18,1006,91,12.66,14.4,7.72,260,75,803,Clouds,broken clouds,04n,13.89,
104,1708826400,13.52,13.33,1005,92,12.66,14.4,7.72,260,75,803,Clouds,broken clouds,04n,13.89,
105,1708830000,13.26,13.04,1005,92,12.66,13.85,7.2,250,75,701,Mist,mist,50n,13.38,
106,1708833600,13.31,13.1,1004,92,12.47,14.32,6.26,257,75,803,Clouds,broken clouds,04n,,
107,1708837200,13.23,12.91,1005,88,12.1,14.38,6.71,279,75,803,Clouds,broken clouds,04n,,
108,1708840800,13.74,13.34,1003,83,13.22,14.38,7.2,240,75,500,Rain,light rain,10n,13.38,0.24
109,1708844400,14.15,13.84,1002,85,13.61,14.4,7.2,240,75,803,Clouds,broken clouds,04n,12.35,
110,1708848000,13.94,13.69,1001,88,13.03,14.41,8.75,240,20,801,Clouds,few clouds,02d,15.43,
111,1708851600,13.82,13.69,1001,93,13.03,14.41,7.72,240,75,803,Clouds,broken clouds,04d,13.89,
112,1708855200,14.37,14.26,1000,92,14.17,14.96,7.2,240,100,804,Clouds,overcast clouds,04d,12.86,
113,1708858800,14.37,14.29,999,93,14.17,14.96,7.2,250,75,500,Rain,light rain,10d,12.35,0.24
114,1708862400,14.46,14.39,998,93,14.32,14.96,8.05,232,100,804,Clouds,overcast clouds,04d,,
115,1708866000,14.5,14.43,998,93,13.77,15.52,8.75,260,75,803,Clouds,broken clouds,04d,16.46,
116,1708869600,12.91,12.71,999,94,12.66,13.4,11.32,290,75,803,Clouds,broken clouds,04d,18.52,
117,1708873200,13.17,12.66,999,81,12.18,13.61,10.29,290,75,803,Clouds,broken clouds,04d,18.01,
118,1708876800,13.21,12.68,1000,80,12.18,14.17,8.75,290,75,803,Clouds,broken clouds,04d,15.95,
119,1708880400,12.69,12.23,1001,85,12.1,13.4,8.23,280,75,803,Clouds,broken clouds,04d,13.89,
120,1708884000,11.96,11.48,1002,87,11.55,12.72,6.17,270,75,301,Drizzle,drizzle,09d,,
121,1708887600,12.29,11.82,1002,86,11.95,12.72,6.17,280,75,300,Drizzle,light intensity drizzle,09n,11.83,
122,1708891200,12.11,11.62,1002,86,11.63,12.4,7.72,300,40,802,Clouds,scattered clouds,03n,,
123,1708894800,11.71,11.21,1003,87,10.25,12.72,7.2,300,75,803,Clouds,broken clouds,04n,,
124,1708898400,10.86,10.3,1004,88,10.25,11.61,7.2,310,75,803,Clouds,broken clouds,04n,12.86,
125,1708902000,10.78,10.13,1006,85,9.32,12.16,9.77,330,75,803,Clouds,broken clouds,04n,15.43,
126,1708905600,10.89,10.23,1006,84,9.69,12.1,8.23,320,75,803,Clouds,broken clouds,04n,,
127,1708909200,9.47,4.94,1006,85,8.21,10.5,12.96,340,75,803,Clouds,broken clouds,04n,,
128,1708912800,9.4,6.0,1006,84,8.03,10.99,7.6,326,75,803,Clouds,broken clouds,04n,13.41,
129,1708916400,9.05,5.38,1007,81,8.06,10.44,8.23,320,40,802,Clouds,scattered clouds,03n,,
130,1708920000,8.66,5.31,1007,81,7.5,9.94,6.69,330,40,802,Clouds,scattered clouds,03n,,
131,1708923600,7.71,2.2,1007,88,6.4,10.44,14.92,330,75,803,Clouds,broken clouds,04n,23.15,
132,1708927200,8.31,4.59,1007,84,7.1,9.38,7.6,321,40,802,Clouds,scattered clouds,03n,,
133,1708930800,9.19,4.19,1008,83,7.66,11.05,15.2,333,20,801,Clouds,few clouds,02n,,
134,1708934400,9.72,5.13,1009,80,8.21,11.61,13.86,328,75,803,Clouds,broken clouds,04d,,
135,1708938000,10.24,9.36,1010,78,8.85,11.61,18.78,332,75,803,Clouds,broken clouds,04d,,
136,1708941600,9.96,4.88,1011,81,8.4,11.61,17.88,328,75,803,Clouds,broken clouds,04d,,
137,1708945200,9.34,3.95,1012,83,7.5,11.05,18.33,333,75,803,Clouds,broken clouds,04d,,
138,1708948800,10.1,9.25,1014,80,8.71,11.4,14.75,330,75,803,Clouds,broken clouds,04d,,
139,1708952400,9.4,5.09,1014,81,8.21,11.56,11.62,347,75,803,Clouds,broken clouds,04d,,
140,1708956000,10.46,9.73,1014,83,9.14,11.55,16.99,331,75,803,Clouds,broken clouds,04d,,
141,1708959600,10.53,9.7,1015,79,8.77,11.61,12.52,341,75,803,Clouds,broken clouds,04d,,
142,1708963200,11.12,10.22,1015,74,10.37,11.63,10.28,32,75,803,Clouds,broken clouds,04d,,
143,1708966800,10.13,9.18,1017,76,9.4,11.63,8.75,350,75,803,Clouds,broken clouds,04d,17.49,
144,1708970400,10.02,9.09,1017,77,8.58,11.61,11.62,11,40,802,Clouds,scattered clouds,03d,,
145,1708974000,9.8,5.31,1019,73,8.77,11.05,13.41,333,40,802,Clouds,scattered clouds,03n,,
146,1708977600,9.93,6.35,1019,73,8.03,11.05,8.94,19,75,803,Clouds,broken clouds,04n,,
147,1708981200,9.93,7.1,1020,72,9.17,11.05,6.17,20,75,803,Clouds,broken clouds,04n,13.89,
148,1708984800,9.29,5.03,1021,83,7.47,10.5,11.18,339,40,802,Clouds,scattered clouds,03n,,
149,1708988400,9.16,5.24,1022,83,6.92,11.05,9.39,350,75,803,Clouds,broken clouds,04n,,
150,1708992000,9.68,5.38,1022,81,6.92,11.05,12.07,333,75,803,Clouds,broken clouds,04n,,
151,1708995600,9.28,5.2,1022,79,6.92,11.05,10.28,25,75,803,Clouds,broken clouds,04n,,
152,1708999200,10.03,8.97,1022,72,8.61,11.05,11.18,341,40,802,Clouds,scattered clouds,03n,,
153,1709002800,9.77,5.42,1023,79,8.03,11.05,12.52,338,20,801,Clouds,few clouds,02n,,
154,1709006400,9.99,6.33,1023,76,8.58,11.05,9.39,341,40,802,Clouds,scattered clouds,03n,,
155,1709010000,9.54,6.18,1024,75,8.21,10.99,7.6,337,40,802,Clouds,scattered clouds,03n,,
156,1709013600,9.37,6.22,1023,78,8.03,10.5,6.71,347,40,802,Clouds,scattered clouds,03n,,
157,1709017200,9.18,5.16,1024,77,7.66,10.5,9.83,333,40,802,Clouds,scattered clouds,03n,,
158,1709020800,10.11,9.19,1024,77,8.61,11.05,8.94,351,40,802,Clouds,scattered clouds,03d,,
159,1709024400,10.48,9.49,1025,73,9.26,11.05,9.83,351,75,803,Clouds,broken clouds,04d,,
160,1709028000,11.23,10.21,1025,69,10.25,11.95,7.6,341,40,802,Clouds,scattered clouds,03d,,
161,1709031600,11.73,10.68,1025,66,11.36,12.16,4.92,27,40,802,Clouds,scattered clouds,03d,,
162,1709035200,12.19,11.19,1026,66,11.92,12.5,7.15,331,40,802,Clouds,scattered clouds,03d,,
163,1709038800,12.28,11.29,1026,66,11.48,13.3,5.81,338,40,802,Clouds,scattered clouds,03d,,
164,1709042400,12.62,11.66,1025,66,12.1,13.21,7.6,350,20,801,Clouds,few clouds,02d,,
165,1709046000,12.21,11.26,1028,68,11.61,12.66,7.6,336,20,801,Clouds,few clouds,02d,,
166,1709049600,11.81,10.85,1025,69,10.93,12.5,7.6,328,20,801,Clouds,few clouds,02d,,
167,1709053200,11.36,10.43,1025,72,10.99,11.61,6.71,328,20,801,Clouds,few clouds,02d,,
168,1709056800,11.05,10.14,1026,74,10.25,11.63,6.71,344,75,803,Clouds,broken clouds,04d,,
169,1709060400,10.36,9.49,1026,78,9.14,11.61,5.36,346,40,802,Clouds,scattered clouds,03n,,
170,1709064000,9.94,7.72,1026,80,8.06,11.61,4.47,340,40,802,Clouds,scattered clouds,03n,,
171,1709067600,9.87,7.83,1026,82,7.5,11.61,4.02,341,75,803,Clouds,broken clouds,04n,,
172,1709071200,9.21,6.82,1026,86,7.5,11.61,4.47,324,75,803,Clouds,broken clouds,04n,,
173,1709074800,9.21,8.08,1026,87,7.5,12.16,2.24,48,75,803,Clouds,broken clouds,04n,,
174,1709078400,8.74,7.67,1026,88,7.47,10.52,2.06,160,75,803,Clouds,broken clouds,04n,,
175,1709082000,8.6,8.01,1026,86,7.5,10.52,1.54,160,100,804,Clouds,overcast clouds,04n,,
176,1709085600,8.6,7.11,1026,87,7.5,10.52,2.57,150,100,804,Clouds,overcast clouds,04n,,
177,1709089200,8.39,7.77,1026,88,7.5,10.52,1.54,170,100,804,Clouds,overcast clouds,04n,,
178,1709092800,8.57,7.47,1025,89,7.66,10.52,2.06,170,100,804,Clouds,overcast clouds,04n,,
179,1709096400,8.38,6.85,1025,90,7.66,9.38,2.57,160,75,803,Clouds,broken clouds,04n,,
180,1709100000,8.38,6.49,1025,91,7.66,9.38,3.13,185,75,803,Clouds,broken clouds,04n,4.47,
181,1709103600,8.51,6.93,1025,92,7.66,9.82,2.68,180,75,803,Clouds,broken clouds,04n,4.02,
182,1709107200,8.92,7.74,1026,92,8.21,10.52,2.24,186,75,803,Clouds,broken clouds,04d,3.58,
183,1709110800,9.44,8.35,1026,93,8.58,11.07,2.24,179,75,803,Clouds,broken clouds,04d,3.58,
184,1709114400,10.28,9.71,1026,90,9.32,11.55,2.06,160,75,803,Clouds,broken clouds,04d,,
185,1709118000,11.62,11.16,1026,89,10.99,12.16,2.06,160,75,803,Clouds,broken clouds,04d,,
186,1709121600,13.21,12.81,1026,85,12.04,14.38,2.06,140,75,803,Clouds,broken clouds,04d,,
187,1709125200,13.72,13.29,1025,82,13.21,14.32,1.54,140,75,803,Clouds,broken clouds,04d,,
188,1709128800,14.09,13.77,1024,85,13.27,14.72,2.24,323,75,803,Clouds,broken clouds,04d,,
189,1709132400,14.22,13.86,1024,83,13.77,14.4,2.06,30,75,803,Clouds,broken clouds,04d,,
190,1709136000,13.99,13.64,1024,84,13.61,14.4,2.24,293,40,802,Clouds,scattered clouds,03d,3.58,
191,1709139600,13.81,13.41,1023,83,13.21,14.4,3.6,310,40,802,Clouds,scattered clouds,03d,,
192,1709143200,13.4,13.04,1023,86,12.1,14.41,3.6,300,40,802,Clouds,scattered clouds,03d,,
193,1709146800,12.93,12.58,1024,88,12.1,13.85,1.79,252,40,802,Clouds,scattered clouds,03n,,
194,1709150400,12.6,12.27,1024,90,11.55,13.3,1.79,247,75,803,Clouds,broken clouds,04n,,
195,1709154000,12.1,11.74,1023,91,11.55,12.5,2.57,270,75,803,Clouds,broken clouds,04n,,
196,1709157600,12.04,11.73,1022,93,11.55,12.74,1.79,270,75,803,Clouds,broken clouds,04n,,
197,1709161200,11.73,11.39,1022,93,10.99,12.74,2.57,280,75,803,Clouds,broken clouds,04n,,
198,1709164800,11.55,11.16,1021,92,10.99,12.18,3.09,260,75,803,Clouds,broken clouds,04n,,
199,1709168400,11.31,10.9,1021,92,10.99,11.63,3.09,250,100,804,Clouds,overcast clouds,04n,,
200,1709172000,11.18,10.7,1020,90,10.44,11.63,2.57,260,100,804,Clouds,overcast clouds,04n,,
201,1709175600,11.03,10.54,1019,90,10.44,11.63,3.6,220,75,803,Clouds,broken clouds,04n,,
202,1709179200,10.81,10.32,1018,91,10.28,11.63,3.6,210,75,803,Clouds,broken clouds,04n,,
203,1709182800,10.45,9.95,1017,92,9.88,11.07,3.58,197,75,803,Clouds,broken clouds,04n,5.81,
204,1709186400,10.75,10.2,1016,89,10.4,11.61,2.68,178,75,803,Clouds,broken clouds,04n,,
205,1709190000,11.2,10.67,1016,88,10.44,12.16,4.12,210,75,803,Clouds,broken clouds,04n,,
206,1709193600,10.65,10.17,1016,92,10.37,11.07,4.92,226,100,804,Clouds,overcast clouds,04d,,
207,1709197200,10.58,10.12,1016,93,10.28,11.55,6.17,300,75,803,Clouds,broken clouds,04d,12.35,
208,1709200800,10.12,9.46,1017,87,9.26,11.4,6.69,290,75,803,Clouds,broken clouds,04d,14.92,
209,1709204400,8.9,5.05,1018,90,7.66,10.99,8.75,310,75,803,Clouds,broken clouds,04d,16.46,
210,1709208000,9.62,5.99,1018,86,8.03,11.55,8.75,300,75,500,Rain,light rain,10d,13.89,0.14
211,1709211600,11.0,10.06,1019,73,10.25,11.61,10.8,310,75,803,Clouds,broken clouds,04d,15.95,
212,1709215200,10.43,9.54,1022,77,9.26,11.61,10.8,310,40,802,Clouds,scattered clouds,03d,20.06,
213,1709218800,10.96,9.91,1019,69,10.37,11.56,8.05,319,75,803,Clouds,broken clouds,04d,11.62,
214,1709222400,11.0,9.96,1019,69,9.96,11.61,8.75,300,75,803,Clouds,broken clouds,04d,16.98,
215,1709226000,10.56,9.45,1021,68,8.85,11.61,7.2,330,40,802,Clouds,scattered clouds,03d,12.35,
216,1709229600,10.5,9.38,1020,68,8.85,11.05,7.2,320,75,803,Clouds,broken clouds,04d,,
217,1709233200,9.99,7.52,1020,68,8.77,11.05,5.14,320,40,802,Clouds,scattered clouds,03n,,
218,1709236800,9.3,6.47,1021,72,7.74,10.99,5.66,300,40,802,Clouds,scattered clouds,03n,,
219,1709240400,9.07,7.34,1021,75,7.66,11.05,3.09,260,40,802,Clouds,scattered clouds,03n,,
220,1709244000,8.62,6.8,1021,76,7.1,11.05,3.09,240,40,802,Clouds,scattered clouds,03n,,
221,1709247600,8.12,5.4,1020,84,6.36,9.94,4.63,220,40,802,Clouds,scattered clouds,03n,,
222,1709251200,8.05,5.09,1019,86,6.92,9.38,5.14,220,20,801,Clouds,few clouds,02n,,
223,1709254800,8.8,6.73,1019,82,7.66,10.5,3.6,210,40,802,Clouds,scattered clouds,03n,,
224,1709258400,9.51,6.74,1018,84,8.03,10.99,5.66,240,40,802,Clouds,scattered clouds,03n,,
225,1709262000,9.53,6.95,1017,84,8.21,10.99,5.14,240,40,802,Clouds,scattered clouds,03n,,
226,1709265600,10.56,9.86,1019,84,9.89,11.55,5.14,230,20,801,Clouds,few clouds,02n,,
227,1709269200,9.87,7.79,1015,89,8.03,12.1,4.12,230,40,802,Clouds,scattered clouds,03n,,
228,1709272800,10.99,10.42,1014,87,9.69,12.66,5.14,250,40,802,Clouds,scattered clouds,03n,,
229,1709276400,11.09,10.55,1014,88,9.82,11.61,5.66,240,40,802,Clouds,scattered clouds,03n,,
230,1709280000,11.37,10.91,1013,90,10.25,12.66,5.36,271,75,803,Clouds,broken clouds,04d,,
231,1709283600,11.61,11.18,1013,90,10.25,12.72,5.81,263,75,803,Clouds,broken clouds,04d,,
232,1709287200,12.51,12.11,1012,88,11.36,13.27,6.69,260,75,803,Clouds,broken clouds,04d,,
233,1709290800,12.24,11.82,1012,88,11.55,13.21,6.69,280,75,803,Clouds,broken clouds,04d,,
234,1709294400,13.2,12.82,1012,86,12.47,13.77,6.26,360,75,803,Clouds,broken clouds,04d,,
235,1709298000,12.87,12.54,1010,89,12.66,13.3,7.15,277,100,804,Clouds,overcast clouds,04d,15.65,
236,1709301600,13.12,12.65,1010,83,12.59,13.61,6.71,250,75,803,Clouds,broken clouds,04d,,
237,1709305200,11.95,11.5,1010,88,11.55,13.21,7.15,273,75,803,Clouds,broken clouds,04d,12.07,
238,1709308800,11.14,10.69,1009,91,10.44,12.66,6.17,280,75,521,Rain,shower rain,09d,11.83,0.15
239,1709312400,10.85,10.39,1009,92,9.88,11.63,7.72,280,75,803,Clouds,broken clouds,04d,12.86,
240,1709316000,10.75,10.28,1009,92,9.88,12.1,6.69,270,75,803,Clouds,broken clouds,04d,,
241,1709319600,11.1,10.64,1008,91,9.88,12.16,4.92,271,75,803,Clouds,broken clouds,04n,,
242,1709323200,10.66,10.11,1008,89,9.32,11.61,6.71,286,75,803,Clouds,broken clouds,04n,,
243,1709326800,10.28,9.69,1007,89,9.72,11.05,4.63,240,75,803,Clouds,broken clouds,04n,,
244,1709330400,9.72,7.39,1007,91,8.77,10.99,4.63,250,75,803,Clouds,broken clouds,04n,,
245,1709334000,10.28,9.69,1005,89,9.72,10.99,5.14,240,20,801,Clouds,few clouds,02n,,
246,1709337600,10.51,9.89,1004,87,9.89,11.55,6.17,240,40,802,Clouds,scattered clouds,03n,11.83,
247,1709341200,9.79,7.09,1004,90,8.77,10.99,5.66,250,40,802,Clouds,scattered clouds,03n,,
248,1709344800,10.51,9.91,1002,88,9.89,11.55,5.81,201,0,800,Clear,clear sky,01n,9.39,
249,1709348400,10.45,9.8,1001,86,9.32,11.55,6.69,240,0,800,Clear,clear sky,01n,,
